Location,Clubname,League,Latitude,Longitude,Address,Facility_Type,Size
Kilbogget Park,nan,nan,53.25988324,-6.1420092,"Doonanore Park, Kilbogget, Cabinteely-Granitefield ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 CD72, Ireland",B,JNR
Kilbogget Park,nan,nan,53.258400699999996,-6.13846868,"Churchview Road, Kilbogget, Ballybrack ED, Killiney, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 CD72, Ireland",All weather,Mini
Kilbogget Park,nan,nan,53.26029719,-6.14451438,"36, Shrewsbury Lawn, Kilbogget, Cabinteely-Kilbogget ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, D18 CX24, Ireland",All weather,Full
Kilbogget Park,nan,nan,53.25437638,-6.13893002,"41, Coolevin, Loughlinstown, Cabinteely-Kilbogget ED, Killiney, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 CD72, Ireland",12,SSG
Kilbogget Park,nan,nan,53.25368637,-6.13821656,"27, Coolevin, Loughlinstown, Cabinteely-Kilbogget ED, Killiney, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 CD72, Ireland",13,11
Kilbogget Park,nan,nan,53.25181525,-6.13465995,"75A, Wyattville Park, Wyattville, Loughlinstown, Cabinteely-Kilbogget ED, Shankill, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 CD72, Ireland",14,SSG
Kilbogget Park,nan,nan,53.25253097,-6.13614053,"1, Coolevin, Loughlinstown, Cabinteely-Kilbogget ED, Killiney, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 CD72, Ireland",All weather,Mini
Kilbogget Park,nan,nan,53.25279094,-6.13725632,"12, Coolevin, Loughlinstown, Cabinteely-Kilbogget ED, Killiney, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 CD72, Ireland",All weather,Full
Shanganagh Park,nan,nan,53.22484031,-6.11720145,"Shankill F.C. Clubhouse, Shanganagh Cemetery, Shanganagh, Shankill-Shanganagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A98 TY45, Ireland",1,Snr
Shanganagh Park,nan,nan,53.22447419,-6.11805439,"Shankill F.C. Clubhouse, Shanganagh Cemetery, Shanganagh, Shankill-Shanganagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A98 TY45, Ireland",2,Snr
Shanganagh Park,nan,nan,53.22417551,-6.11886978,"Shankill F.C. Clubhouse, Shanganagh Cemetery, Shanganagh, Shankill-Shanganagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A98 TY45, Ireland",3,Snr
Shanganagh Park,nan,nan,53.22292939,-6.12123549,"#4126 Bray Road, Shanganagh Cemetery, Dublin Road, Aske, Shankill-Shanganagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A98 TY45, Ireland",GAA A,Snr
Shanganagh Park,nan,nan,53.22336618,-6.11990511,"Shanganagh Cemetery, Cork Little, Shankill-Shanganagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A98 TY45, Ireland",GAA B,Snr
Shanganagh Park,nan,nan,53.22319917,-6.11767352,"Shankill F.C. Clubhouse, Shanganagh Cemetery, Shanganagh, Shankill-Shanganagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A98 TY45, Ireland",All weather,Mini
Shanganagh Cliffs,nan,nan,53.24146007,-6.11370116,"90, Shanganagh Cliffs, Shanganagh, Shankill-Rathsallagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 X997, Ireland",Soccer,Snr
Shanganagh Cliffs,nan,nan,53.24048412,-6.11324519,"Shanganagh Cliffs, Shanganagh, Shankill-Rathsallagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 X997, Ireland",GAA,Snr
Shanganagh Castle,nan,nan,53.24048412,-6.11324519,"Shanganagh Cliffs, Shanganagh, Shankill-Rathsallagh ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 X997, Ireland",Temporary pitch,Snr
Rockfield Park(NTPL),nan,nan,53.29586578,-6.17649704,"9, Brookfield Court, Newtown Blackrock, Blackrock-Templehill ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 E4X2, Ireland",1,Snr
Rockfield Park(NTPL),nan,nan,53.29517323,-6.17667943,"Avondale Court, Rockfield, Blackrock-Templehill ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 E4X2, Ireland",2,Snr
Rockfield Park(NTPL),nan,nan,53.29586258,-6.17427617,"Avondale Court, Rockfield, Blackrock-Templehill ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 E4X2, Ireland",Rugby,Snr
Dunedin (jun),nan,nan,53.28703173,-6.15227669,"Monkstown skatepark, Dunedin Terrace, Mountashton, Dun Laoghaire-Mount Town ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 TW60, Ireland",1,SSG
Soldiers & Sailors,nan,nan,53.28572971,-6.1583358,"Lanesville, Lansville, Dun Laoghaire-Monkstown Farm ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 TW60, Ireland",1,Snr
Meadowvale,nan,nan,53.27550463,-6.16045743,"Enterprise Rent-a-Car Overflow Parking, Clonkeen Crescent, Kill of the Grange, Cabinteely-Pottery ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 KH79, Ireland",1,Snr
Meadowvale,nan,nan,53.27467061,-6.15985125,"38, Meadow Vale, Deansgrange, Cabinteely-Pottery ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 P206, Ireland",2,Snr
Meadowvale,nan,nan,53.27402744,-6.15923837,"39, Meadow Vale, Deansgrange, Cabinteely-Pottery ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 P206, Ireland",3,Snr
Meadowvale,nan,nan,53.27320461,-6.15801662,"Meadow Vale Tennis Club, Meadow Vale, Deansgrange, Cabinteely-Pottery ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 P206, Ireland",GAA,Snr
Holly Park,nan,nan,53.28258515,-6.17212906,"Dean's Grange Cemetery, Deansgrange Road, Deansgrange, Blackrock-Stradbrook ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 KH79, Ireland",1,Snr
Holly Park,nan,nan,53.28188437,-6.17125735,"Dean's Grange Cemetery, Deansgrange Road, Deansgrange, Blackrock-Stradbrook ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 KH79, Ireland",2,SSG
Sallynoggin,nan,nan,53.27554954,-6.14929408,"Sallynoggin Park, Woodpark, Cabinteely-Pottery ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 F2A8, Ireland",1,Snr
Sallynoggin,nan,nan,53.27349012,-6.14641875,"Rochestown Avenue, Woodpark, Dun Laoghaire-Sallynoggin South ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 F2A8, Ireland",2,Snr
Sallynoggin,nan,nan,53.27362806,-6.14487916,"Pearse Park, Thomastown, Dun Laoghaire-Sallynoggin South ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AD99, Ireland",3,Snr
Sallynoggin,nan,nan,53.275533499999995,-6.14674062,"Sallynoggin Park, Woodpark, Dun Laoghaire Sallynoggin West ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 YK40, Ireland",4,Snr
Sallynoggin,nan,nan,53.27492082,-6.14471555,"Sallynoggin Road, Sallynoggin Park, Woodpark, Dun Laoghaire Sallynoggin West ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AP64, Ireland",5,Snr
Sallynoggin,nan,nan,53.27306026,-6.14417374,"Pearse Park, Thomastown, Dun Laoghaire-Sallynoggin South ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AD99, Ireland",6,SSG
Sallynoggin,nan,nan,53.27277154,-6.14383042,"Pearse Park, Thomastown, Dun Laoghaire-Sallynoggin South ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AD99, Ireland",7,SSG
Sallynoggin,nan,nan,53.27254057,-6.14350855,"Pearse Park, Thomastown, Dun Laoghaire-Sallynoggin South ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AD99, Ireland",8,SSG
Sallynoggin,nan,nan,53.27241225,-6.14477187,"Rochestown Avenue, Johnstown, Dun Laoghaire-Sallynoggin South ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 F2A8, Ireland",9,SSG
Sallynoggin,nan,nan,53.27416377,-6.144541200000001,"Pearse Park, Thomastown, Dun Laoghaire-Sallynoggin South ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AD99, Ireland",All weather,mini
Hyde Park,nan,nan,53.28024221,-6.11062199,"Dalkey Township 1863-1899, Dalkey Avenue, Dalkey, Dalkey Upper ED, Dalkey, Dún Laoghaire-Rathdown, County Dublin, Leinster, SW17 7EG, Ireland",1,Snr
Hyde Park,nan,nan,53.28018127,-6.11247808,"Dalkey Township 1863-1899, Dalkey Avenue, Dalkey, Dalkey Upper ED, Dalkey, Dún Laoghaire-Rathdown, County Dublin, Leinster, SW17 7EG, Ireland",GAA,Snr
Hyde Park,nan,nan,53.28016844,-6.10963494,"Dalkey Township 1863-1899, Dalkey Avenue, Dalkey, Dalkey Upper ED, Dalkey, Dún Laoghaire-Rathdown, County Dublin, Leinster, SW17 7EG, Ireland",All weather,Mini
Hundson Road,nan,nan,53.28495362,-6.12187922,"Hudson Road, Glasthule, Dún Laoghaire-Sandycove ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, SW17 7EG, Ireland",Location of future pitchs,Mini
Thomastown Road,nan,nan,53.27065745,-6.13670915,"Beechwood Lawn, Beechwood, Rochestown Domain, Dun Laoghaire-Sallynoggin South ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AD99, Ireland",A,JNR
Thomastown Road,nan,nan,53.27142097,-6.13538414,"Sally Glen Road, Thomastown, Dun Laoghaire-Sallynoggin East ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 AD99, Ireland",B,Snr
Loughlinstown Park,nan,nan,53.244175899999995,-6.1253956,"Lambay Close, Ballybrack, Killiney South ED, Shankill, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 X997, Ireland",1,Snr
Loughlinstown Park,nan,nan,53.24354671,-6.12573892,"Loughlinstown Woods, Commons Road, Loughlinstown Commons, Killiney South ED, Dublin 18, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 X997, Ireland",A,Snr
Mount Albany,nan,nan,53.28626528,-6.17332131,"105, Mount Albany, Newtown Park, Blackrock-Newpark ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 E4X2, Ireland",A,Snr
Balbriggan Town Park,nan,nan,53.6049596246817,-6.18235291959051,"Glebe North Football Club, Market Green, Balbriggan, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 TW27, Ireland",All weather,nan
Balheary Reservoir,nan,nan,53.4727096370551,-6.22301521551813,"Swords celtic all weather pitch, Balheary Road, Newtown, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 KR77, Ireland",All weather,nan
Town Park,nan,nan,53.5771135903791,-6.11107205744599,"The Kybe, Rope Walk, Townparks, Skerries ED, Skerries, Fingal, County Dublin, Leinster, K34 Y567, Ireland",All weather,nan
St. Mologa's Park,nan,nan,53.6176672458903,-6.18936794084573,"St. Molaga's National School, Lambeecher, Tankardstown, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 WY80, Ireland",All weather,nan
Seagrange Park,nan,nan,53.3966674985382,-6.13535180348378,"Progressive Credit Union, Grange Road, Baldoyle, Baldoyle ED, Dublin 13, Fingal, County Dublin, Leinster, D13 NY11, Ireland",Basketball Court,nan
Grace O'Malley Park,nan,nan,53.3837670873571,-6.06993957211342,"Astroturf Football Park, Grace O'Malley Drive, Howth, Howth ED, Dublin 13, Fingal, County Dublin, Leinster, D13 VY50, Ireland",Basketball Court,nan
Broomfiled,nan,nan,53.4391582903147,-6.14467208848085,"Malahide, Malahide East ED, Malahide, Fingal, County Dublin, Leinster, K36 EW63, Ireland",GAA,nan
St. Catherine's Park,nan,nan,53.5381980171844,-6.09594133030661,"Saint Catherine's Green, Rush Demesne, Rush ED, Rush, Fingal, County Dublin, Leinster, K56 ED95, Ireland",GAA,nan
Malahide Demesne,nan,nan,53.4478177382721,-6.15784132699727,"Malahide Cricket Club, Dublin Road, Malahide Demesne, Malahide-West ED, Malahide, Fingal, County Dublin, Leinster, K36 FN27, Ireland",GAA,nan
Swords Manor,nan,nan,53.4591728031126,-6.249068963113,"Old Brackenstown Road, Brazil, Swords-Glasmore ED, Swords, Fingal, County Dublin, Leinster, K67 TOX3, Ireland",GAA,nan
Balheary Park,nan,nan,53.4671271045697,-6.22034510719597,"Castlegrange Avenue, Castlegrange, Newtown, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Ireland",GAA,nan
Balheary Park,nan,nan,53.4660349552282,-6.21611968889385,"Balheary pitch 1, Lissenhall Road, Balheary Demesne, Swords Village ED, Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Ireland",GAA,nan
Balheary Park,nan,nan,53.467348630642,-6.21538771007825,"Balheary pitch 2, Lissenhall Road, Balheary Demesne, Swords Village ED, Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Ireland",GAA,nan
Hartstown Park,nan,nan,53.3959238366554,-6.41154517827057,"Blakestown, Blanchardstown-Blakestown ED, Clonsilla, Fingal, County Dublin, Leinster, D15 A3A8, Ireland",GAA,nan
Hartstown Park,nan,nan,53.3953231958123,-6.41292838835715,"Hartstown Community School, Hartstown Road, Hartstown, Blanchardstown-Blakestown ED, Clonsilla, Fingal, County Dublin, Leinster, D15 A3A8, Ireland",GAA,nan
Hunters Run/lLittlep,nan,nan,53.4063916944007,-6.42191076267738,"Clonee Bypass, Damastown, Blanchardstown-Tyrrelstown ED, Dublin 15, Fingal, County Dublin, Leinster, D15 X925, Ireland",GAA,nan
Skerries Town Park,nan,nan,53.5765290455722,-6.10916744201192,"The Kybe, Rope Walk, Townparks, Skerries ED, Skerries, Fingal, County Dublin, Leinster, K34 Y567, Ireland",GAA,nan
Ballist Pit,nan,nan,53.575296708008,-6.11740222324566,"Ballast pit, Barnageeragh Road, Townparks, Skerries ED, Skerries, Fingal, County Dublin, Leinster, K34 Y567, Ireland",GAA,nan
St. Mologa's Park,nan,nan,53.6181394762323,-6.18796362011618,"Bells Lane, Bremore, Balbriggan Rural ED, Balbriggan, Fingal, County Dublin, Leinster, K32 WY80, Ireland",GAA,nan
Seagrange Park,nan,nan,53.393783117558,-6.13607093712939,"Track Side Tennis Club, Seacliff Avenue, Kilbarrack Lower, Baldoyle ED, Dublin 13, Fingal, County Dublin, Leinster, D13 NY11, Ireland",GAA,nan
St. Mologa's Park,nan,nan,53.6192924034811,-6.18909240633233,"Bells Lane, Bremore, Balbriggan Rural ED, Balbriggan, Fingal, County Dublin, Leinster, K32 WY80, Ireland",Rugby,nan
St. Catherine's Park,nan,nan,53.3662024316463,-6.46774754045766,"St. Catherine's Park (Fingal), Lucan North ED, Fingal, County Dublin, Leinster, K78 EY17, Ireland",GAA,nan
St. Catherine's Park,nan,nan,53.5393376304072,-6.09450155109758,"Kenure estate storage room, Saint Catherine's Drive, Rush Demesne, Rush ED, Rush, Fingal, County Dublin, Leinster, K56 ED95, Ireland",Seven-a-side,nan
Seabury,nan,nan,53.4555471243316,-6.17781155116466,"Old Yellow Walls Road, Seabury, Yellow Walls, Malahide-West ED, Malahide, Fingal, County Dublin, Leinster, K36 FN27, Ireland",Seven-a-side,nan
Ward River Valley,nan,nan,53.4558136495821,-6.24957423891519,"Brookdale Green, Brookdale, Hilltown, Swords-Forrest ED, Swords, Fingal, County Dublin, Leinster, K67 TOX3, Ireland",Seven-a-side,nan
Balheary Park,nan,nan,53.4657614112316,-6.21839896828571,"Swords Skatepark, Balheary Road, Balheary Demesne, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Ireland",Seven-a-side,nan
Balheary Reservoir,nan,nan,53.4723537763046,-6.2261531553405,"Swords Celtic pitch 1, Newtown Cottages, Newtown, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 KR77, Ireland",Seven-a-side,nan
Balheary Reservoir,nan,nan,53.4729479902679,-6.2256156970355,"Swords Celtic pitch 2, Balheary Road, Newtown, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 KR77, Ireland",Seven-a-side,nan
Hartstown Park,nan,nan,53.393968080238,-6.41211092873122,"Oakview Rise, Hartstown, Blanchardstown-Blakestown ED, Clonsilla, Fingal, County Dublin, Leinster, D15 A3A8, Ireland",Seven-a-side,nan
Hartstown Park,nan,nan,53.3963384827422,-6.41292397066233,"Blakestown, Blanchardstown-Blakestown ED, Clonsilla, Fingal, County Dublin, Leinster, D15 A3A8, Ireland",Seven-a-side,nan
Hartstown Park,nan,nan,53.3962424394402,-6.41037074601988,"Blakestown, Blanchardstown-Blakestown ED, Dublin 15, Fingal, County Dublin, Leinster, D15 A3A8, Ireland",Seven-a-side,nan
Mountview Park,nan,nan,53.3894534622967,-6.405522699176,"Mountview Youth & Community Centre, Mountview Road, Coolmine, Blanchardstown-Coolmine ED, Clonsilla, Fingal, County Dublin, Leinster, D15 W638, Ireland",Seven-a-side,nan
St. Mologa's Park,nan,nan,53.615899173763,-6.1854932149198,"Baths Road, Tankardstown, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 WY80, Ireland",Seven-a-side,nan
St. Mologa's Park,nan,nan,53.6156257951025,-6.18391354720681,"Lifeboat House, Baths Road, Tankardstown, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 WY80, Ireland",Seven-a-side,nan
Seagrange Park,nan,nan,53.3939238854099,-6.13880998370236,"Seagrange Road, Baldoyle, Baldoyle ED, Dublin 13, Fingal, County Dublin, Leinster, D13 NY11, Ireland",Seven-a-side,nan
Bayside School,nan,nan,53.3897700368883,-6.14914963464,"8, Alden Park, Kilbarrack Upper, Sutton ED, Dublin 13, Fingal, County Dublin, Leinster, 13, Ireland",Seven-a-side,nan
Pinewood,nan,nan,53.6065307243665,-6.17966815946838,"Lidl, Market Green, Balbriggan, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 TW27, Ireland",Seven-a-side,nan
St. Catherine's Park,nan,nan,53.3659085701132,-6.46947109846945,"St. Catherine's Park (Fingal), Lucan North ED, Fingal, County Dublin, Leinster, K78 EY17, Ireland",Seven-a-side,nan
Balbriggan Town Park,nan,nan,53.6036899774124,-6.18138459670146,"Balbriggan Cricket Club, Balbriggan Inner Relief Road Phase I, Balbriggan, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 KK33, Ireland",Soccer,nan
Balbriggan Town Park,nan,nan,53.604642797328,-6.18133609646353,"Glebe North Football Club, Market Green, Balbriggan, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 TW27, Ireland",Soccer,nan
Ball Alley/Remount,nan,nan,53.5251287367783,-6.16069534107133,"Lusk, Lusk ED, Lusk, Fingal, County Dublin, Leinster, K45 K650, Ireland",Soccer,nan
Newbridge Demesne,nan,nan,53.4905094536679,-6.1761856549248,"Turvey Avenue, Newbridge Demesne, Donabate ED, Donabate, Fingal, County Dublin, Leinster, K36 YA47, Ireland",Soccer,nan
Newbridge Demesne,nan,nan,53.4898838481802,-6.17645552041318,"Cricket Ground, Hearse Road, Newbridge Demesne, Donabate ED, Donabate, Fingal, County Dublin, Leinster, K36 FN27, Ireland",Soccer,nan
Newbridge Demesne,nan,nan,53.4892921655101,-6.17685013930942,"Cobbs Lane, Lanestown, Donabate ED, Donabate, Fingal, County Dublin, Leinster, K67 R2K0, Ireland",Soccer,nan
Newbridge Demesne,nan,nan,53.4886223910085,-6.17706018664759,"Newbridge Demesne, Donabate ED, Donabate, Fingal, County Dublin, Leinster, K36 YA47, Ireland",Soccer,nan
Carrickhill Park,nan,nan,53.4317487507021,-6.13942342627963,"Portmarnock Community School, Hill Court, Carrickhill, Portmarnock North ED, Portmarnock, Fingal, County Dublin, Leinster, D13 F766, Ireland",Soccer,nan
St. Catherine's Park,nan,nan,53.5390290099585,-6.09337811422159,"Skerries Road, Carnhill, Rush ED, Rush, Fingal, County Dublin, Leinster, K56 ED95, Ireland",Soccer,nan
St. Catherine's Park,nan,nan,53.5385517841112,-6.09769692154911,"Saint Catherine's Crescent, Rush Demesne, Rush ED, Rush, Fingal, County Dublin, Leinster, K56 ED95, Ireland",Soccer,nan
Swords Manor,nan,nan,53.4590387364441,-6.25115272940777,"Brackenstown Road, Mooretown, Swords-Glasmore ED, Swords, Fingal, County Dublin, Leinster, K67 TOX3, Ireland",Soccer,nan
Ward River Valley,nan,nan,53.455855532962,-6.2448869208849,"soccer pitch, Brookdale Lawns, Brookdale, Hilltown, Swords-Forrest ED, Swords, Fingal, County Dublin, Leinster, K67 TOX3, Ireland",Soccer,nan
Balheary Park,nan,nan,53.4684264557609,-6.21460533218805,"Lissenhall Road, Balheary Demesne, Swords Village ED, Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Ireland",Soccer,nan
Balheary Park,nan,nan,53.4692562248938,-6.21393312690765,"Tigín Montessori School, Lissenhall Road, Balheary Demesne, Swords Village ED, Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Ireland",Soccer,nan
Balheary Reservoir,nan,nan,53.4722086332706,-6.22455060320527,"Swords Celtic pitch 3, Balheary Road, Newtown, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 KR77, Ireland",Soccer,nan
Balheary Reservoir,nan,nan,53.4727532143964,-6.22437816202542,"Swords Celtic pitch 2, Balheary Road, Newtown, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 KR77, Ireland",Soccer,nan
Balheary Reservoir,nan,nan,53.4729304703839,-6.22727355091584,"Swords Celtic pitch 1, Newtown Cottages, Newtown, Swords-Lissenhall ED, Swords, Fingal, County Dublin, Leinster, K67 KR77, Ireland",Soccer,nan
Hartstown Park,nan,nan,53.3957998908194,-6.41371466277525,"Hartstown Community School, Hartstown Road, Hartstown, Blanchardstown-Blakestown ED, Clonsilla, Fingal, County Dublin, Leinster, D15 A3A8, Ireland",Soccer,nan
Hartstown Park,nan,nan,53.3944687820642,-6.41258990537217,"Oakview Park, Hartstown, Blanchardstown-Blakestown ED, Clonsilla, Fingal, County Dublin, Leinster, D15 A3A8, Ireland",Soccer,nan
Mourne View,nan,nan,53.5801702491656,-6.12271431946141,"The Green, Townparks, Skerries ED, Skerries, Fingal, County Dublin, Leinster, K34 Y567, Ireland",Soccer,nan
Mourne View,nan,nan,53.5805331308631,-6.12498779672751,"1, Mourne Place, Townparks, Skerries ED, Skerries, Fingal, County Dublin, Leinster, K34 Y567, Ireland",Soccer,nan
Town Park,nan,nan,53.5756675954932,-6.1079062121554,"The Kybe, Rope Walk, Townparks, Skerries ED, Skerries, Fingal, County Dublin, Leinster, K34 Y567, Ireland",Soccer,nan
Coolmine Park,nan,nan,53.3895336791179,-6.39255116935086,"Verona Sports and Leisure Club, Westend Village, Blanchardstown, Blanchardstown-Coolmine ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 RY73, Ireland",Soccer,nan
Mountview Park,nan,nan,53.3889597054201,-6.40701737101347,"Saint Philip's National Schools, Mountview Road, Coolmine, Blanchardstown-Coolmine ED, Clonsilla, Fingal, County Dublin, Leinster, D15 W638, Ireland",Soccer,nan
Corduff Park,nan,nan,53.3973874661984,-6.37967519132997,"Edgewood Lawn, Corduff, Blanchardstown-Corduff ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 YA32, Ireland",Soccer,nan
Parslickstown,nan,nan,53.4066945029507,-6.40399522712078,"Damastown Way, Parslickstown, Blanchardstown-Tyrrelstown ED, Clonsilla, Fingal, County Dublin, Leinster, D15 X925, Ireland",Soccer,nan
Lady's Well Park,nan,nan,53.4074098702983,-6.38816766383641,"Dromheath Avenue, Buzzardstown, Blanchardstown-Mulhuddart ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 T1FD, Ireland",Soccer,nan
Danny's Pitches,nan,nan,53.4120540557149,-6.39018642298396,"Church Road, Tyrrelstown, Blanchardstown-Mulhuddart ED, Blanchardstown, Fingal, County Dublin, Leinster, DUBLIN 15, Ireland",Soccer,nan
Grace O'Malley Park,nan,nan,53.3850343852821,-6.06851225756661,"Howth Primary School, Scoil Mhuire, Tuckett's Lane, Howth, Howth ED, Dublin 13, Fingal, County Dublin, Leinster, D13 VY50, Ireland",Soccer,nan
Corballis Road,nan,nan,53.4838075282266,-6.13634599517865,"New Road, Donabate Distributor Road, Donabate, Donabate ED, Donabate, Fingal, County Dublin, Leinster, K36 YA47, Ireland",Soccer,nan
Laurel Lodge,nan,nan,53.3810956436847,-6.37124558642032,"Platform 2, Royal Canal Way, Blanchardstown, Blanchardstown-Roselawn ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 NX98, Ireland",Soccer,nan
St. Mologa's Park,nan,nan,53.6170745642375,-6.18693504548687,"Lambeecher, Tankardstown, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 WY80, Ireland",Soccer,nan
St. Mologa's Park,nan,nan,53.6166955300167,-6.18816813012173,"St. Molaga's National School, Lambeecher, Tankardstown, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 WY80, Ireland",Soccer,nan
Craoibhinn Park,nan,nan,53.6050860841386,-6.17632209518723,"Craoibhin Park, Balbriggan, Balbriggan Urban ED, Balbriggan, Fingal, County Dublin, Leinster, K32 TW27, Ireland",Soccer,nan
Seagrange Park,nan,nan,53.3960183001863,-6.13543658163634,"Seagrange Avenue, Baldoyle, Baldoyle ED, Dublin 13, Fingal, County Dublin, Leinster, D13 NY11, Ireland",Soccer,nan
Seagrange Park,nan,nan,53.3950396442173,-6.1358101939479,"Seagrange Drive, Baldoyle, Baldoyle ED, Dublin 13, Fingal, County Dublin, Leinster, D13 NY11, Ireland",Soccer,nan
Seagrange Park,nan,nan,53.3923690428337,-6.13478697030993,"Track Side Tennis Club, Seacliff Avenue, Kilbarrack Lower, Baldoyle ED, Dublin 13, Fingal, County Dublin, Leinster, D13 NY11, Ireland",Soccer,nan
Balrothery Park,nan,nan,53.5842587186935,-6.19133130165668,"Glebe South, Balbriggan Rural ED, Balrothery, Fingal, County Dublin, Leinster, K32 RY76, Ireland",GAA,nan
St. Catherine's Park,nan,nan,53.3667576285142,-6.47043430357714,"St. Catherine's Park (Fingal), Lucan North ED, Fingal, County Dublin, Leinster, K78 EY17, Ireland",Soccer,nan
Seagrange Park,nan,nan,53.3924305120341,-6.13627665607428,"Track Side Tennis Club, Seacliff Avenue, Kilbarrack Lower, Baldoyle ED, Dublin 13, Fingal, County Dublin, Leinster, D13 NY11, Ireland",Tennis Courts,nan
St. Catherine's Park,nan,nan,53.3711170322279,-6.46750304531701,"Royal Canal Way, St. Catherine's Park (Fingal), Lucan North ED, The Municipal District of Celbridge — Leixlip, Fingal, County Dublin, Leinster, K78 EY17, Ireland",GAA,nan
